account_id,customer_name,ship_address,ship_city,ship_state,ship_zip,email,contact_phone,order_count,last_order,item_category,order_amount
500364,Stephanie Ruiz,3919 Mojave Dr,Las Vegas,NV,89101,stephanie.ruiz45@gmail.com,(725) 555-3712,1,2024-11-18,Monitor,507.11
500365,Rachel Bryant,8372 Springs Ln Apt 34,Henderson,NV,89011,rachel.bryant62@hotmail.com,(702) 555-9574,1,2024-10-15,Tablet,1061.14
500366,Carol Patel,9564 Blue Pkwy,Las Vegas,NV,89117,carol.patel89@outlook.com,(725) 555-4142,1,2025-10-23,Tablet,387.34
500367,Matthew Woood,,Paradise,NV,89109,,,1,2025-02-19,Printer,275.0
500368,Sam Wood,9270 Blue Ct,Las Vegas,NV,89119,samantha.wood44@gmail.com,(725) 555-3232,1,2024-08-06,Printer,543.21
500369,Eric Cole,1004 Gibson St Ste 103,Las Vegas,NV,89101,eric.cole89@yahoo.com,(702) 555-3280,5,2024-07-01,Warranty,410.55
500370,Laura Robinson,2029 Fort Pkwy,Paradise,NV,89109,laura.cruz69@icloud.com,(725) 555-7961,1,2025-01-07,Monitor,537.77
500371,Keith Gray,438 Cheyenne St,Paradise,NV,89109,keith.gray21@yahoo.com,(702) 555-4304,1,2024-02-11,Desktop,1992.07
500372,Sharon Aguilar,7837 Craig Ave,Henderson,NV,89011,sharon.aguilar20@yahoo.com,(702) 555-6667,1,2025-07-30,Warranty,114.61
500373,Gregory Morgan,7688 Silverado Dr,Henderson,NV,89011,gregory.parker71@yahoo.com,(725) 555-3492,1,2025-02-03,Software,187.28
500374,Paul Cook,8337 Boulder Dr,Summerlin,NV,89135,paul.cook76@icloud.com,(702) 555-9402,1,2025-06-18,Tablet,635.25
500375,Natalie Adams,5693 Warm Ct,Las Vegas,NV,89101,natalie.lee52@yahoo.com,(702) 555-1884,1,2024-07-07,Monitor,549.34
500376,Wei Turner,796 Apache Rd,Henderson,NV,89011,wei.reyes36@yahoo.com,(725) 555-5775,1,2024-12-07,Monitor,380.76
500377,Hannah Edwards,8690 Hualapai Ct,Las Vegas,NV,89117,hannah.kennedy31@gmail.com,(702) 555-1534,1,2024-09-09,Warranty,191.16
500378,Sharon Kelly,129 Losee Blvd,Summerlin,NV,89135,sharon.gomez5@outlook.com,(702) 555-2775,1,2025-11-02,Accessory,129.5
500379,Rachel Peterson,9553 Diamond Blvd,Las Vegas,NV,89117,rachel.peterson71@gmail.com,(702) 555-4918,1,2024-02-03,Software,451.56
500380,Douglas Marshall,7341 Rampart Ln,North Las Vegas,NV,89031,douglas.marshall6@gmail.com,(725) 555-9791,1,2024-05-27,Warranty,246.13
500381,Jason Parker,729 Eastern Rd,Paradise,NV,89109,jason.parker8@icloud.com,(702) 555-5555,1,2024-03-07,Desktop,1661.24
500382,Douglas Gomez,8274 Rainbow Way,Henderson,NV,89052,douglas.gomez30@yahoo.com,(702) 555-8384,1,2024-11-07,Tablet,564.43
500383,Stephen Alvarez,7756 Cactus Ct Ste 104,North Las Vegas,NV,89031,stephen.alvarez54@outlook.com,(702) 555-1503,7,2025-02-17,Accessory,178.33
500384,Donald Grahame,2381 Charleston Rd Apt 15,Paradise,NV,89109,donald.graham51@gmail.com,(725) 555-1796,1,2024-04-05,Accessory,142.79
500385,Nathan Ortiz,7768 Eastern St Ste 100,Las Vegas,NV,89101,nathan.ortiz84@icloud.com,(725) 555-6086,4,2025-02-07,Accessory,70.1
500386,Sarah Hall,7584 Blue Lane,Las Vegas,NV,89101,sarah.hall70@icloud.com,(702) 555-6154,1,2025-12-23,Software,230.22
500387,Brian Cox,1521 Washington Ln,Las Vegas,NV,89117,brian.cox50@icloud.com,(725) 555-5072,1,2024-10-26,Warranty,426.86
500388,Nancy Harrison,5742 Horizon Way,Las Vegas,NV,89119,nancy.harrison55@outlook.com,(725) 555-3078,1,2025-05-05,Laptop,2363.77
500389,Nathan Lopez,8219 Mojave Way,Henderson,NV,89011,nathan.lopez49@outlook.com,(702) 555-3318,1,2024-01-08,Monitor,393.93
500390,Luis Patel,7897 Jones Rd,Henderson,NV,89052,luis.patel5@icloud.com,(702) 555-9381,1,2024-12-20,Monitor,600.65
500391,Emma Butler,9037 Silverado Ave,Las Vegas,NV,89101,emma.butler90@hotmail.com,(725) 555-1776,1,2025-10-27,Software,70.47
500392,Timothy Aguilar,7707 Silverado Way,Henderson,NV,89052,timothy.aguilar65@hotmail.com,(702) 555-7575,1,2024-02-15,Tablet,728.09
500393,Cynthia Jones,315 Torrey Dr,Henderson,NV,89052,cynthia.jones77@hotmail.com,(702) 555-6656,1,2024-07-23,Warranty,73.17
500394,Jason Marshall,9274 Canyon Pkwy Ste 104,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2024-08-22,Warranty,234.0
500395,Sharon Coleman,1147 Rainbow Street,Paradise,NV,89109,sharon.coleman92@gmail.com,(702) 555-1272,1,2025-11-23,Software,376.63
500396,Melissa Brown,1392 Buffalo Avenue,Las Vegas,NV,89101,melissa.brown65@hotmail.com,(725) 555-7558,1,2025-01-04,Desktop,1725.41
500397,Deborah Hayes,3772 Canyon Way,Henderson,NV,89052,deborah.hayes88@hotmail.com,(702) 555-2495,1,2024-12-07,Monitor,303.06
500398,Donna Russell,9387 Nellis St,Summerlin,NV,89135,donna.russell16@icloud.com,(702) 555-3074,1,2024-04-29,Accessory,62.23
500399,Jordan Mitchell,313 Stephanie St,Las Vegas,NV,89117,jmitchell74@yahoo.com,(702) 555-1618,1,2025-07-27,Warranty,410.89
500400,Frank Simmons,3556 Rainbow Ct,Summerlin,NV,89135,frank.simmons17@hotmail.com,(725) 555-6000,1,2024-01-16,Accessory,58.72
500401,Karen Taylor,4931 Cactus Ct,Henderson,NV,89052,karen.taylor96@icloud.com,(725) 555-2629,1,2024-02-18,Laptop,1398.32
500402,Nicole Brown,6090 Durango Ln,Henderson,NV,89011,nicole.brown17@gmail.com,(702) 555-5485,1,2024-03-18,Printer,581.16
500403,Maria Herrera,5927 Alta Way,Las Vegas,NV,89117,maria.herrera84@hotmail.com,(725) 555-2917,1,2024-10-31,Software,109.35
500404,Heather Wells,5907 Carey Lane,Henderson,NV,89011,heather.wells11@outlook.com,(702) 555-8780,1,2024-11-02,Printer,521.21
500405,Heather Saunders,9418 Ann St,Paradise,NV,89109,heather.sanders39@outlook.com,(702) 555-4846,1,2024-05-09,Desktop,1140.78
500406,Robert Harris,1073 Jones Dr,Henderson,NV,89052,robert.harris59@icloud.com,(702) 555-3722,1,2025-11-11,Printer,453.87
500407,Dorothy Coleman,6736 Ann Blvd,Henderson,NV,89052,dorothy.coleman67@yahoo.com,(702) 555-3275,1,2025-02-23,Laptop,1796.19
500408,Jacob Wood,2340 Torrey Way Apt 37,Paradise,NV,89109,jacob.wood84@icloud.com,(725) 555-5497,1,2025-12-27,Monitor,530.17
500409,Maria Andersen,9223 Jones Ave,Henderson,NV,89052,maria.anderson70@gmail.com,(725) 555-9838,1,2024-12-21,Desktop,1833.13
500410,Liz Murray,6731 Russell Dr,North Las Vegas,NV,89031,elizabeth.murray33@gmail.com,(702) 555-1730,1,2024-05-24,Desktop,1861.18
500411,Brenda Anderson,7339 Ann Blvd,North Las Vegas,NV,89031,brenda.anderson80@gmail.com,(725) 555-5469,1,2024-11-09,Laptop,1483.47
500412,Linda Stewart,6814 Windmill Rd,Summerlin,NV,89135,linda.stewart4@gmail.com,(702) 555-1843,1,2024-01-21,Software,232.83
500413,Ryan Johnson,5672 Boulder Pkwy Apt 4,Paradise,NV,89109,ryan.johnson13@gmail.com,(702) 555-1817,1,2024-01-05,Accessory,73.21
500414,Emilie Wood,6136 Sahara Ct,Henderson,NV,89011,emily.wood34@gmail.com,(725) 555-1351,1,2024-01-08,Printer,216.66
500415,Michael Wallace,2283 Jones Way,Henderson,NV,89052,michael.wallace13@hotmail.com,(702) 555-5928,1,2024-04-28,Tablet,886.28
500416,Mei Gray,9688 Decatur Blvd,Summerlin,NV,89135,mei.robinson12@outlook.com,(702) 555-4437,1,2025-07-16,Warranty,230.05
500417,Jason Marshall,9274 Canyon Pkwy Ste 106,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2025-09-27,Printer,321.63
500418,Carl Ward,5863 Windmill Ave Ste 106,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2025-06-11,Tablet,966.46
500419,Richard Waallace,,Las Vegas,NV,89119,,,1,2025-10-14,Warranty,265.45
500420,Edward Lewis,4768 Charleston Rd,Las Vegas,NV,89119,edward.lewis32@yahoo.com,(725) 555-9571,1,2025-03-28,Accessory,137.61
500421,Steven Bennet,1083 Nellis St,North Las Vegas,NV,89031,steven.bennett26@hotmail.com,(725) 555-8440,1,2025-05-01,Laptop,1136.23
500422,Luis Meyers,6398 Cactus Rd,Paradise,NV,89109,luis.myers99@gmail.com,(702) 555-3641,1,2025-12-07,Tablet,1277.83
500423,Paul Cole,3655 Canyon St,North Las Vegas,NV,89031,paul.cole15@hotmail.com,(702) 555-8582,1,2024-10-03,Tablet,1217.84
500424,Jason Davis,8060 Cactus Ln,Henderson,NV,89052,jason.fernandez19@yahoo.com,(702) 555-7513,1,2024-11-08,Tablet,462.86
500425,Emma Cooke,1115 Eastern Avenue,Henderson,NV,89052,emma.cook64@gmail.com,(702) 555-6849,1,2025-10-22,Tablet,578.25
500426,Margaret Jordan,9687 Sunset Way,Las Vegas,NV,89119,margaret.jordan98@yahoo.com,(702) 555-2841,1,2025-04-08,Software,137.1
500427,Stephanie Meyers,9307 Craig Road,Summerlin,NV,89135,stephanie.myers78@yahoo.com,(702) 555-5556,1,2024-10-03,Monitor,160.43
500428,Sharon Stevens,2823 Pecos Blvd,Las Vegas,NV,89101,sharon.stevens54@hotmail.com,(702) 555-2761,1,2024-12-11,Desktop,1749.35
500429,Becky Nelson,9276 Rainbow Rd Apt 12,North Las Vegas,NV,89031,rebecca.nelson76@outlook.com,(725) 555-3969,1,2024-06-30,Tablet,439.89
500430,Charles Mitchell,3182 Gibson Way,Henderson,NV,89052,charles.mitchell30@yahoo.com,(725) 555-4404,1,2025-05-15,Printer,310.51
500431,Cynthia Evans,4544 Alta St,Las Vegas,NV,89119,cynthia.evans17@gmail.com,(725) 555-7960,1,2024-01-12,Software,337.7
500432,Linda Bennett,1008 Apache Ln,Las Vegas,NV,89119,linda.bennett32@yahoo.com,(725) 555-6155,1,2025-02-23,Monitor,177.81
500433,Sharon Miller,2823 Pecos Blvd,Las Vegas,NV,89101,,,1,2025-03-15,Tablet,1255.33
500434,Ashley Alexander,4449 Pecos Way Apt 34,Summerlin,NV,89135,ashley.alexander64@icloud.com,(702) 555-2710,1,2025-10-21,Desktop,1495.93
500435,Karen Robinson,9272 Nellis Ct,Henderson,NV,89011,karen.robinson74@icloud.com,(725) 555-2168,1,2024-01-26,Software,146.76
500436,Karl Thompson,7473 Diamond Dr,Henderson,NV,89011,carl.thompson85@gmail.com,(725) 555-1293,1,2025-08-28,Tablet,1006.89
500437,Paul Murphy,8142 Apache Ave,Henderson,NV,89011,paul.murphy49@icloud.com,(702) 555-5651,1,2024-09-23,Accessory,29.73
500438,Jerry Saunders,5416 Ann Blvd Apt 40,Las Vegas,NV,89119,jerry.sanders62@hotmail.com,(725) 555-4954,1,2024-01-20,Warranty,348.7
500439,Sara Howard,5351 Carey Ct,Las Vegas,NV,89101,sarah.howard18@gmail.com,(725) 555-4545,1,2024-09-23,Accessory,162.06
500440,Janet Robinson,2029 Fort Pkwy,Paradise,NV,89109,janet.richardson71@hotmail.com,(725) 555-7961,1,2024-08-24,Tablet,713.08
500441,Jessica Sanders,7839 Cheyenne Ave,Henderson,NV,89052,jessica.rivera51@hotmail.com,(702) 555-5413,1,2025-06-28,Accessory,212.95
500442,Deborah Rivera,7864 Ann Dr,Paradise,NV,89109,deborah.rivera84@hotmail.com,(702) 555-6532,1,2024-12-11,Warranty,116.46
500443,Walter Reynolds,6607 Gibson Road,Summerlin,NV,89135,walter.reynolds75@hotmail.com,(702) 555-7246,1,2025-02-24,Software,498.85
500444,Fatima Powell,9261 Ann Rd,Las Vegas,NV,89119,fatima.powell4@hotmail.com,(702) 555-6216,1,2024-12-11,Software,498.79
500445,Eric Evans,5947 Craig Ct,Summerlin,NV,89135,eric.evans72@gmail.com,(702) 555-5845,1,2024-07-18,Tablet,536.69
500446,Luis Watson,3705 Springs Blvd Apt 31,Paradise,NV,89109,luis.watson6@outlook.com,(702) 555-3265,1,2025-08-17,Software,406.86
500447,Rebecca Ortiz,7006 Fort Ave,North Las Vegas,NV,89031,rebecca.ortiz38@gmail.com,(725) 555-3277,1,2025-05-11,Printer,599.84
500448,Stephen Alvarez,7756 Cactus Ct Ste 102,North Las Vegas,NV,89031,stephen.alvarez54@outlook.com,(702) 555-1503,7,2025-04-19,Accessory,76.26
500449,Zachary Medina,3711 Owens Blvd Apt 4,Henderson,NV,89011,zachary.medina88@gmail.com,(725) 555-5459,1,2024-09-11,Tablet,810.28
500450,Kyle Andersen,550 Alta St,Henderson,NV,89052,kyle.anderson89@icloud.com,(702) 555-3131,1,2025-02-11,Printer,193.46
500451,Carol Robinson,1140 Flamingo Ave Apt 15,Summerlin,NV,89135,carol.robinson26@hotmail.com,(725) 555-9066,1,2025-01-13,Desktop,909.74
500452,Nathan Hill,1793 Washington Ln,Paradise,NV,89109,nhill18@gmail.com,(702) 555-3417,1,2024-12-28,Software,294.46
500453,Stephen Gonzales,8545 Ann Ct,Summerlin,NV,89135,steven.gonzales70@outlook.com,(725) 555-5197,1,2024-09-09,Warranty,322.06
500454,Barbara Castillo,3270 Washington Blvd,North Las Vegas,NV,89031,barbara.castillo29@yahoo.com,(725) 555-5658,1,2025-02-25,Printer,245.32
500455,Lisa Wallace,2916 Charleston Pkwy Apt 16,Las Vegas,NV,89119,lisa.wallace52@outlook.com,(702) 555-1604,1,2025-08-10,Warranty,321.9
500456,Barbara Mitchell,4690 Stephanie Way,Henderson,NV,89011,barbara.bennett62@gmail.com,(725) 555-5930,1,2024-06-18,Warranty,249.99
500457,Peter Morris,9234 Horizon Avenue,Las Vegas,NV,89101,peter.morris82@gmail.com,(725) 555-1665,1,2024-05-30,Tablet,1011.34
500458,Patrick Henderson,7676 Grand Way,North Las Vegas,NV,89031,patrick.henderson29@outlook.com,(702) 555-9811,1,2025-11-22,Software,266.76
500459,Harold Allen,7497 Windmill Ln,Henderson,NV,89052,harold.richardson42@gmail.com,(725) 555-7103,1,2025-04-02,Printer,622.96
500460,Jerry Garcia,8477 Warm Ln,Summerlin,NV,89135,jerry.garcia30@icloud.com,(725) 555-9258,1,2025-03-25,Desktop,1822.36
500461,Ethan Hill,307 Craig Ave,Las Vegas,NV,89119,ethan.lee17@hotmail.com,(725) 555-6003,1,2025-02-09,Tablet,475.28
500462,David Butler,2529 Eastern Ct Apt 15,Paradise,NV,89109,david.butler71@hotmail.com,(702) 555-8967,1,2025-08-16,Laptop,1149.56
500463,Stephen Brown,5331 Horizon Way,Paradise,NV,89109,stephen.cole91@yahoo.com,(725) 555-8018,1,2025-10-11,Printer,160.81
500464,Sharon Anderson,5793 Eastern Pkwy,Las Vegas,NV,89119,sharon.anderson40@icloud.com,(725) 555-3471,1,2024-05-14,Accessory,134.11
500465,David Stevens,4002 Rampart Ct,Summerlin,NV,89135,david.stevens40@hotmail.com,(725) 555-6951,1,2024-11-04,Tablet,958.11
500466,Dana Kim,8582 Eastern Ave Apt 31,Henderson,NV,89011,dana.kim49@gmail.com,(702) 555-1895,1,2024-04-05,Monitor,497.94
500467,Peter Wood,5306 Sunset Pkwy,Paradise,NV,89109,peter.wood80@yahoo.com,(725) 555-7772,1,2024-03-30,Printer,475.56
500468,Sandra Myers,5194 Russell St,Las Vegas,NV,89117,sandra.myers71@yahoo.com,(702) 555-3022,1,2024-10-20,Desktop,1505.97
500469,Diego Reeyes,,Paradise,NV,89109,,,1,2024-07-18,Laptop,948.17
500470,Justin Kennedy,3193 Craig Ln,Henderson,NV,89052,justin.kennedy18@hotmail.com,(702) 555-3710,1,2025-10-14,Accessory,219.21
500471,Erik Hall,8920 Russell St Apt 36,North Las Vegas,NV,89031,eric.hall31@yahoo.com,(702) 555-2939,1,2025-06-16,Warranty,112.56
500472,Nancy Hayes,7816 Horizon Ln,Las Vegas,NV,89117,nancy.hayes99@gmail.com,(725) 555-4383,1,2025-12-04,Monitor,227.12
500473,Carolyn Morgan,3602 Grand Street,North Las Vegas,NV,89031,carolyn.morgan6@gmail.com,(702) 555-2056,1,2025-01-08,Warranty,172.49
500474,Luis Gibson,2960 Springs Way,North Las Vegas,NV,89031,luis.gibson87@gmail.com,(725) 555-7855,1,2024-07-06,Warranty,220.97
500475,Donald Allen,3967 Blue Dr Apt 8,Henderson,NV,89052,donald.allen31@outlook.com,(725) 555-8148,1,2024-10-01,Tablet,556.26
500476,Gray Jones,3819 Sunset Dr,Henderson,NV,89052,gary.jones24@yahoo.com,(725) 555-6115,1,2025-10-03,Monitor,479.59
500477,Pat Simmons,900 Diamond Dr,Henderson,NV,89011,patricia.simmons12@outlook.com,(725) 555-2523,1,2025-12-24,Laptop,2119.44
500478,Jason Marshall,9274 Canyon Pkwy Ste 102,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2025-10-01,Monitor,527.56
500479,Eric Owens,5946 Sahara Dr,Las Vegas,NV,89117,eric.owens76@yahoo.com,(725) 555-2388,1,2025-09-07,Warranty,442.74
500480,Michele Mendoza,913 Warm Avenue,Paradise,NV,89109,michelle.mendoza14@outlook.com,(725) 555-9366,1,2025-02-01,Software,233.11
500481,Carolyn Castillo,8099 Bonanza Way,Las Vegas,NV,89119,carolyn.castillo18@hotmail.com,(702) 555-1822,1,2025-04-17,Tablet,687.48
500482,Donald Walker,2119 Canyon Rd,Henderson,NV,89011,donald.walker64@icloud.com,(702) 555-7104,1,2025-01-13,Printer,603.86
500483,Erik Harrison,4024 Durango Pkwy,Las Vegas,NV,89117,eric.harrison61@outlook.com,(725) 555-7249,1,2025-04-28,Tablet,474.71
500484,Michael Hill,5557 Sahara Ct,Henderson,NV,89011,michael.hill36@icloud.com,(702) 555-2920,1,2024-10-04,Desktop,1704.3
500485,Donald Bennet,9109 Alta Way Apt 19,Las Vegas,NV,89117,donald.bennett7@hotmail.com,(702) 555-9417,1,2024-05-25,Laptop,1206.62
500486,Priya Moreno,8548 Silverado St Apt 18,Las Vegas,NV,89101,priya.moreno11@outlook.com,(725) 555-3263,1,2025-07-08,Desktop,1274.38
500487,Joshua Phillips,4732 Fort Ct,Las Vegas,NV,89117,joshua.phillips67@gmail.com,(702) 555-8202,1,2025-08-13,Printer,246.49
500488,Lisa Morales,261 Carey Ln,Henderson,NV,89052,lisa.morales79@outlook.com,(702) 555-4160,1,2024-09-19,Monitor,583.75
500489,Aaron Patel,2061 Stephanie Blvd,Summerlin,NV,89135,aaron.patel82@hotmail.com,(702) 555-9055,1,2025-04-17,Software,300.14
500490,Diego Greene,3872 Rainbow Ave,Henderson,NV,89052,diego.green11@yahoo.com,(702) 555-2754,1,2024-11-29,Laptop,1102.6
500491,Helen Hall,1176 Apache Way,Henderson,NV,89011,helen.hall23@gmail.com,(702) 555-2963,1,2024-02-20,Printer,498.09
500492,Deborah Henderson,3711 Canyon Pkwy,North Las Vegas,NV,89031,deborah.henderson73@hotmail.com,(725) 555-8938,1,2024-12-03,Tablet,1174.26
500493,Jason Martinez,5819 Mojave Pkwy,Las Vegas,NV,89101,jason.martinez99@hotmail.com,(702) 555-4505,1,2024-04-14,Warranty,279.82
500494,Jen Nguyen,3379 Jones Ave,Henderson,NV,89052,jennifer.nguyen17@icloud.com,(725) 555-6603,1,2025-02-21,Monitor,395.15
500495,Justin Lopez,7054 Torrey Ct,Henderson,NV,89011,justin.long59@outlook.com,(702) 555-7097,1,2024-08-10,Warranty,77.0
500496,Dorothy Powell,1394 Centennial Pkwy,Paradise,NV,89109,dorothy.powell16@yahoo.com,(702) 555-3531,1,2024-08-12,Accessory,44.99
500497,Jason Marshall,9274 Canyon Pkwy Ste 105,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2024-09-26,Software,374.86
500498,Diane Phillips,143 Lamb Dr,North Las Vegas,NV,89031,diane.jackson75@icloud.com,(725) 555-6046,1,2024-06-24,Tablet,1220.09
500499,Fatima Hernandez,8823 Torrey Way Apt 9,Summerlin,NV,89135,fatima.hernandez80@hotmail.com,(702) 555-7535,1,2024-05-22,Accessory,134.05
500500,Jim Gomez,3887 Craig Road,Summerlin,NV,89135,james.gomez93@hotmail.com,(725) 555-6202,1,2025-12-10,Monitor,376.64
500501,Rebecca Ruiz,8021 Charleston Blvd,Henderson,NV,89011,rebecca.ruiz57@hotmail.com,(702) 555-6941,1,2024-12-21,Tablet,1126.41
500502,Gary Crawford,8328 Carey Pkwy,Henderson,NV,89052,gary.crawford55@icloud.com,(702) 555-1369,1,2024-09-05,Tablet,533.1
500503,Joshua Baker,9831 Cheyenne Ln,Henderson,NV,89052,joshua.baker47@yahoo.com,(702) 555-1706,1,2024-12-22,Warranty,287.81
500504,Donald Howard,696 Springs Ln,Summerlin,NV,89135,donald.howard65@hotmail.com,(702) 555-1014,1,2025-10-20,Laptop,1690.47
500505,Juan Rodriguez,5296 Jones Ln,Henderson,NV,89011,juan.rodriguez86@hotmail.com,(702) 555-3389,1,2024-07-15,Software,50.9
500506,Geoffrey Clark,8939 Centennial Dr,North Las Vegas,NV,89031,jeffrey.clark78@outlook.com,(702) 555-2340,1,2024-03-21,Monitor,634.83
500507,Kenneth Thomson,6114 Fort St,North Las Vegas,NV,89031,kenneth.thompson96@outlook.com,(725) 555-8802,1,2025-12-05,Software,225.58
500508,Kenneth Cooke,9756 Rampart Ct,Henderson,NV,89011,kenneth.cook94@gmail.com,(725) 555-9906,1,2024-06-25,Printer,452.43
500509,Sarah Phillips,2677 Charleston Ct,Las Vegas,NV,89117,sarah.tran24@icloud.com,(725) 555-8557,1,2025-09-10,Software,455.29
500510,Carl Ward,5863 Windmill Ave Ste 101,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2025-11-18,Warranty,250.86
500511,Maria Young,1884 Springs St,Las Vegas,NV,89101,maria.young83@gmail.com,(702) 555-8077,1,2024-06-05,Software,170.51
500512,Laura Castro,7571 Durango Pkwy,Las Vegas,NV,89101,laura.castro24@gmail.com,(702) 555-5677,1,2025-04-01,Warranty,226.64
500513,Morgan Mendoza,3235 Bonanza Ct,Henderson,NV,89052,morgan.mendoza78@hotmail.com,(702) 555-8002,1,2024-07-22,Tablet,599.62
500514,Rebecca Murray,5993 Canyon Way,Las Vegas,NV,89101,rebecca.murray63@hotmail.com,(702) 555-5063,1,2025-01-10,Warranty,299.5
500515,Matt Morris,2413 Alta Ln,Las Vegas,NV,89117,matthew.morris92@yahoo.com,(725) 555-7647,1,2025-02-27,Warranty,69.21
500516,Linda Robinson,8833 Boulder Rd,Las Vegas,NV,89119,,(725) 555-6155,1,2025-11-01,Accessory,38.96
500517,Amanda Saunders,9751 Pecos Rd,Henderson,NV,89011,amanda.sanders50@yahoo.com,(725) 555-8476,1,2024-02-13,Laptop,2512.89
500518,Zachary Coleman,6753 Centennial Blvd,Henderson,NV,89052,zachary.coleman67@gmail.com,(702) 555-9651,1,2025-11-28,Tablet,585.76
500519,Katherine Rodgers,826 Durango Ave Apt 7,Summerlin,NV,89135,katherine.rogers39@hotmail.com,(725) 555-7819,1,2025-04-01,Monitor,648.91
500520,Ryan Gutierrez,2938 Gibson Dr,Henderson,NV,89011,ryan.gutierrez43@yahoo.com,(702) 555-1169,1,2024-06-07,Software,449.22
500521,Thomas Freeman,2136 Russell Dr,Summerlin,NV,89135,thomas.freeman6@outlook.com,(702) 555-4114,1,2024-02-05,Desktop,968.3
500522,Michelle Saunders,3515 Lamb Dr Apt 30,Henderson,NV,89011,michelle.sanders27@outlook.com,(702) 555-4315,1,2024-04-23,Printer,611.13
500523,Joseph Harrison,1236 Canyon Pkwy,Las Vegas,NV,89119,joseph.alvarez48@hotmail.com,(725) 555-4079,1,2024-03-16,Printer,188.19
500524,Ethan Diaz,8038 Grand Ct Apt 38,Las Vegas,NV,89101,ethan.diaz54@gmail.com,(725) 555-5556,1,2025-03-17,Laptop,1583.09
500525,Andrew Campbell,4973 Alta Ave,Las Vegas,NV,89117,andrew.campbell19@icloud.com,(725) 555-5284,1,2024-02-21,Desktop,1086.12
500526,Aaron Murray,217 Sandhill St,Henderson,NV,89011,aaron.brooks53@icloud.com,(725) 555-6080,1,2025-08-20,Monitor,339.05
500527,Kenneth Miller,6778 Durango Rd,Las Vegas,NV,89119,kenneth.miller37@hotmail.com,(725) 555-4308,1,2025-12-21,Tablet,574.1
500528,Anna Ramirez,834 Buffalo Ln,Las Vegas,NV,89117,anna.ramirez18@hotmail.com,(725) 555-6695,1,2024-10-29,Tablet,1289.94
500529,Janet Allen,7497 Windmill Ln,Henderson,NV,89052,janet.robinson61@icloud.com,(725) 555-7103,1,2025-05-28,Monitor,391.2
500530,Ronald Tran,1240 Sandhill Way,Paradise,NV,89109,ronald.tran39@gmail.com,(702) 555-5408,1,2024-08-17,Printer,294.83
500531,Pat Morales,1078 Craig Blvd Apt 22,Henderson,NV,89052,patricia.morales97@hotmail.com,(702) 555-6484,1,2024-09-01,Software,485.49
500532,Roger Garcia,9614 Tropicana Way,North Las Vegas,NV,89031,roger.garcia86@outlook.com,(725) 555-2187,1,2025-07-15,Desktop,822.9
500533,Carl Ward,5863 Windmill Ave Ste 105,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2024-05-14,Monitor,248.29
500534,Hanna Howard,5825 Warm St,Las Vegas,NV,89101,hannah.howard82@icloud.com,(725) 555-4724,1,2024-10-05,Desktop,877.95
500535,Priya Martinez,2169 Fort St Apt 18,Las Vegas,NV,89119,priya.martinez77@outlook.com,(725) 555-5533,1,2025-08-22,Software,97.54
500536,Donna Hall,7948 Alta Ln,North Las Vegas,NV,89031,donna.hall20@gmail.com,(725) 555-7980,1,2024-01-22,Monitor,407.42
500537,Dennis Morgan,3716 Rampart Dr,Henderson,NV,89052,dennis.morgan65@outlook.com,(725) 555-9021,1,2024-07-06,Warranty,127.16
500538,John Castro,9327 Gibson Road,Las Vegas,NV,89117,john.castro94@icloud.com,(702) 555-5985,1,2024-10-13,Software,164.55
500539,Elizabeth Gibson,9052 Carey Ave,Summerlin,NV,89135,elizabeth.castillo85@gmail.com,(725) 555-1431,1,2024-04-01,Tablet,384.1
500540,Kimberly Green,6896 Cheyenne Pkwy,Las Vegas,NV,89101,kimberly.green50@outlook.com,(702) 555-7547,1,2025-01-04,Printer,736.53
500541,Sharon Campbell,1940 Ann Pkwy,Las Vegas,NV,89119,sharon.campbell76@hotmail.com,(702) 555-3375,1,2024-12-13,Software,378.57
500542,Kathleen Griffin,7688 Silverado Dr,Henderson,NV,89011,kathleen.griffin98@icloud.com,(725) 555-3492,1,2024-04-12,Desktop,1132.57
500543,Angela Aguilar,3170 Gibson Blvd,Las Vegas,NV,89101,angela.aguilar90@yahoo.com,(702) 555-7448,1,2024-03-28,Tablet,617.53
500544,Gregory Scott,1999 Ann Blvd,Henderson,NV,89052,gregory.scott20@gmail.com,(725) 555-4307,1,2024-09-18,Desktop,1599.5
500545,Grace Sanchez,9646 Maryland Pkwy,Las Vegas,NV,89101,grace.sanchez1@yahoo.com,(725) 555-9752,1,2025-05-24,Laptop,956.66
500546,Amanda Price,8784 Blue Blvd,Las Vegas,NV,89119,amanda.gomez38@outlook.com,(725) 555-2116,1,2024-09-09,Laptop,2544.84
500547,Adam Murphy,4864 Alta Way,Henderson,NV,89011,adam.murphy4@yahoo.com,(725) 555-1657,1,2025-04-23,Warranty,385.47
